airline_sentiment,text
negative, to my destination. After waiting 2 hours and missing our second flight with them. Our #luggage made the flight though...
neutral, flights out of Dallas on Tuesday are not going to be Cancelled Flightled correct?
negative, that luggage you forgot...#mia.....he just won an oscar😄💝💝💝
negative, cost me 1 day of #vacation ($350) and all I got was a rude woman tell me to go to another country and figure out how to get...
negative," You should really help @Cowboycerrone out, you are getting a TON of bad publicity right now #WillNeverFlyWithYou"
neutral, flight number #2386
neutral, it looks like a mistake
negative, lost @LeslieWolfson luggage on flight yesterday morning #Miami to #NewYork #LGA no response and no luggage more than 37 hrs ltr
positive, wow that's helpful.
neutral, at the gate when I get off the plane?
neutral, can you take care @Cowboycerrone please.  Thanks
positive,“: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?
neutral, no worries you're swamped I know just dmd back THANK U
positive, we made it so no worries... You guys did good tonight and even put @ESPN_CoachMack on my flight #firstclass
negative," By ""answering as fast as they can"", you mean hanging up on every call?"
negative, but at least your automated message gives me info about your merger w/ @USways. Another airline I know to avoid.
neutral, done. I hope you can offer something.
negative," that 2 hr wait became a 4 hr one. And y'all claimed to have sent an email. Yeah, that never happened. #FlyDelta"
negative, why don't you take care of @Cowboycerrone flight screw ups
negative, wht n 👎 experience w/aa reservations #service Tried to be patient with rep and she just disconnects me aa do u record conv.?
negative, Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW? Can't get calls through to speak with anyone.
negative, ticks me off.
neutral,  my fly is 1579  if do you have some news
negative," today, after 6 yrs., no longer my preferred airline."
negative," Thanks. Two hours to go inflight, then hotel.  Hang in there with all the DFW travel delays AA team."
negative," next time my flight's Cancelled Flightled, I'd appreciate SOME indication (email, text, carrier pigeon). App didn't even warn at check in"
negative," Nope, I have not been rebooked."
neutral, online flight notification is down.
negative, - I am Platinum.  I am flying US and they have stranded me in CLT.  Not answering phones. Did not rebook me.  Please help?
negative, is AA951 to São Paulo taking off today? Your colleagues won't tell us any thing
neutral," flight 1388 tomorrow 5:15 am, status please, thanks"
negative, you can't change my flights and not have enough operators to handle calls.... #unacceptable #Americanlines
positive, You have a lot on your pLate Flight dealing with Cancelled Flightlations and weather tonite. Those are more important. I know you will respond.
negative,. Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩
negative," I paid extra $ for my seat &amp; the monitor didn't work from on AA111. How about a refund on the seat? Conf #: MDBEEI, McMullen"
negative, how nice it would be if you had helpful flight attendants instead of the rude nasty ones you employ. #WhyAreYouYelling
negative," Yes. However, the seats they assign us that day are never together. I just want to sit with my husband! Why is that impossible?"
neutral, any luck?
neutral, Group Cancelled Flights close to a thousand #flights Monday http://t.co/v1RADYKEP2
negative, it's been almost 3 days and it's still frozen. Thanks doll 😘😑
negative, line of 100+ people to rebook at MIA now. Virtual hold on rebook line just hangs up during call back. http://t.co/Upaz1eF3Dl
negative, found out my flight tomorrow was Cancelled Flightled &amp; got in the queue for a callback 3.5 hours ago…still nothing. Can I get rebooked??
neutral," looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you"
negative," Yes, but should be able to get a push notification via the app if I’m logged in and on a trip. Email/text is so 2010 😥."
negative, @Cowboycerrone  ratchet airway!. ......
negative, How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?
negative," is the new @Spiritlines, and both are worse than taking the @GreyhoundBus #americanairlines #nocustomerservice #fail"
negative, My flight tomorrow from SLC to DFW AA304 Cancelled Flighted. Can you help me get there?
negative, what are the odds my bag was picked up by someone not me while in another country? Because it says it hasn't been located yet.
negative, better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!
negative, have been waiting for a call back for over two hours jan to die tomorrow at 6am Cancelled Flightled what are my options?
neutral," I already landed! But, if you still care it was 1891. Thanks for the help though!, do you k ow what caused the failure?"
negative, one staff on desk. Now been queuing for over an hr.
neutral, anything you can do?
negative," and even worse, by the time you responded to my tweets I took two flights over five hours. And that was the quickest response!"
negative, on top of that my online record was unavailable as well and then couldn't get anyone on the phone.
negative, My ex-boyfriend picks up my calls more than you do! #Cancelled Flightedflight #nocustomerservice #americanairlines #FAIL
negative," Hey AA, a suggestion: Note on your seat maps what seats have electronics box blocking legroom. AA215 http://t.co/hcNN0wXQQr"
negative, why are you still selling tickets when you haven't rebooked people to arrive at their destinations on time?
positive, Didn't really need anything. Saw your mentions are often negative. Keep up the good work. #gratitude  🇺🇸✈️
positive, #AmericanView Sweet Home Chicago http://t.co/J6icLV8DTs
positive," LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks"
negative, @ti2469 oh shiz i'm only 40 minutes into my wait after the first 3 hour barrier ...unbelievable
negative, wow  still screw n stuff up
negative, I just checked the app and it said my flight had been moved back a day? No explanations why. No answer on the 800 number.
negative, employees are racist!!!!!
negative," this is pathetic customer service. Why have bag tags, barcodes and computers if your response is, ""not yet located""?"
negative," i hope it takes you 6 hours to get home when it should take 20. my flight was Cancelled Flightled because they ""couldn't staff the plane"""
negative, not yet. I'm next in the terminal a customer service area.
negative," and it gets better...other passengers rebooked direct on other airlines. #whereisthelove 
#whybeAAFF?"
negative," I need to speak to a REAL PERSON. My flight was Cancelled Flightled with no explanation, and I've been on hold for more than 3 hours."
negative, you have let me down. Seriously. #unhappycustomer
negative, @DuaneNClark  ever think about being prepared and bringing in more people? Does anyone have any business sense at AA?
negative, why do I have to wait for 2 hours to talk to someone when you changed my flight?
negative, due to gate agents I missed my connecting flight to Mexico City...not a happy customer AA- let's correct this
neutral, she doesn't have Twitter.
negative, at some point u need to tell passengers what is going on. At Jfk waiting to get on flight it is a mess.
negative," its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer"
negative," seriously, I do not want to wait 24 hours for a flight when I have to prepare for a family funeral."
negative," your gate agents at DFW gate B16 are pathetic tonight.  Terrible communication, stories changing and apathetic"
negative, I was worried when my bag went SAN to DCA 24 hours before me. But our reunion was an organized  breeze! http://t.co/uOARyQ98PU
neutral," yea no worries. I'm just going home to Denver. Not your fault, weather sucks bad."
negative, I've been tryin to use my voucher to book a flight the last 2days. Lines are busy. Plse help me?The flight may go up.
positive," Yes, thanks for checking. Very cramped, but got on &amp; made it safely. Flying back tomorrow at 1pm. http://t.co/CSddCCMvbD"
negative,  is the worst airline to ever travel with!!!! The worst!! They're equivalent to DIRT!!!!!!
positive, great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!
negative, pretty bad at #DFW no updates two flights behind doors open breeze no America airlines workers http://t.co/6MBK79mdnW
positive, Great - thank you.
negative, yes and the auto rebook confirmed an outbound that departs after the return flight.  # fire the software programmers
negative, I'm getting calls from 1-800-433-7300 but the calls seem to drop instantly. Is there any alternate avenue for resched. support?
negative, Supposed to arrive at my destination tonight. American rebooks me for Wednesday? Where am I staying until then?
negative, @USways how can you have no food on a 4 hour flight 528 from Columbus to Phoenix? Starving and Pissed off. Can't eat Go Go!
negative," jal and cathay pacific so no, I can't do it online."
neutral, what is the status of flight 1675 tomorrow
negative, 4828 but I just missed it because no one is at the gate to marshall us in so now I have to rent a car &amp; drive 5 hrs. So thanks.
negative, The pilot told us they would release bags as well as offer hotel vouchers. Neither happened.
negative, my understanding is they were able and did for many other flights but chose not to for this one.
negative, Hey so I'm very disappointed with my time traveling with you! I've had the worst experience and both times the flight delayed!
negative, 37 minutes??????
negative,  having trouble getting rebooked
negative," I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩"
negative, AA45 ... JFK to LAS.
negative, I'm willing to hold for an agent. you aren't being helpful you keep hanging up on me #americanairsucks #hiremorepoeple
negative," I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?"
negative, Need to go frm TPA to MCI tmrw &amp; my connection thru DFW is Cancelled Flightled. Can u connect me thru a diff city? Been on hold for 2 hrs
negative, Any hints to get through to and stay connected with you to rearrange weather reLate Flightd Cancelled Flights? Hours in now w/nothing.
negative, no gate agent after 30 minutes to let us off the plane???? WTW / grounds crew is here / hope you're ready to cover my delay
negative, You can't even get someone on the phone. Great story for the media.
negative,"“:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.” Nope! Hasn't taken off yet, still!"
negative, finally made it to chicago - 13 hours Late Flight.  Did get a $12 food voucher for my wait.about $1per/hr. Never again. Good bye.
negative, instead of putting the burden on your customers do the right thing and get more gate agents.
negative, guys 5350 in dfw  stuck at the gate for half an hour.  Do we pull the slide or what?
negative, plz kys I have been sitting in this plane for an hour I want to leave
negative, after all that weve been through today as a courtesy to not allow a passenger with an oxgen tank sit up there is bad business
negative, Now you've Cancelled Flightled my flight. First a priority ticket bumped and now this. You're losing customers. People are furious.
negative, I finally got someone on the phone so no worries!
negative, it that you say is going to help us? Give me a number to call that isn't a recording w a 2 hour wait time!
negative, ok. Pilots are looking for agents  - they jumped out / FLT 5350 #DFW / this is crazy
negative, no you're not you're trying to book me PAST when i need 2 arrive but you're still selling seats on the day I'm trying 2 travel
negative, because you won't get our bags for us because you said they would go on to Cincinnati even though we can't. Who exactly is
negative, you all should really be ashamed. The entire business class cabin is empty and almost all of first class...
negative, You could only get us on a flight 30 minutes before the funeral starts. We're stranded in Dallas w/o luggage for 2 days
negative," just Cancelled Flightled my 7 am flight tomorrow with out informing me at all today, then booked one in 2 days, and no customer service"
negative," Thanks - I note some, but not all, flights are Cancelled Flightled - are only some aircraft/runways working out of DFW today/tomorrow?"
negative, we knew it was not going to leave but we had 6 hours waiting... that was the hurry..
negative, we tried. We are headed to a funeral in Cincinnati and your people didn't even tell us we could get on standby.
negative, they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr
negative, i will be writing a very detailed letter to you all about this experience today. I have never experienced such awful cs ever
negative," The delay is nothing but the personnel being so combative up to the point of saying ""what's the hury,  the plane is not leaving"
negative, delta rerouted 6 of my bags onto aa977 MIA-CUR. How can I see if they made it onto the flight?
negative, would have been nice if the agents were at the very least courteous since the delay was AA's fault
neutral, Your logo looks like 3D glasses.
negative, no private msg me and will provide details...u really need customer svc training for your staff
negative, and let FLT 2350 know I'm coming / gate crew have yet to arrive to let us off FLT 5350 #DFW
negative, you guys should really improve the service experience with your on site personnel. This has been one of the worst experiences.
negative, @Expedia are killing me. Over 3 hours to get NO human to help me.
negative, 1 ticket agent servicing at least 60 people on line. Waiting for an hour and a half and your phones hang up on people.
negative," yeah, rebooked for tomorrow morning. But extremely disappointed to miss a wedding."
positive, #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43
negative," thanks for the call on my Cancelled Flightled flight, NOT!  Flight Booking Problems me for Tues no good weather caused me 2 leave early"
negative," on plane for JFK-&gt;SFO, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?"
negative, waiting for you to pick up... Coming up on 3 hours now... http://t.co/nOPq5xIsbS
negative, hey flight 5350 in dfw stuck at gate with no gate agent.  Plane full of people missing connections.
negative, so we've now been driving across DFW for over 90mins. That's half fucking way to Texarkana! #shouldhavedriven
negative, can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?
positive, thank you for the update!
negative, pathetic service
neutral, Dallas/Fort Worth flight number 5320
negative," oh it can get better apparently. After making us wait for a gate, psych!! Now we need you to de-ice before coming to the gate!!"
neutral, if you could get the gate crew to help us off FLT 5350 that would be great....
negative, is the situation at JFK this evening is going to get better or worse ? Do not Cancelled Flight a flight like yesterday after 8h delayed
negative, ya but u weren't sitting on the plane.
negative, I know you can't control weather but you can control how you treat customers..#shafted
negative, I have tried to talk to someone for almost 6 hrs! you Cancelled Flightled my flight and you won't pick up the phone. pathetic &amp; very sad
neutral, yes. He's in the next flight
negative, several hrs Late Flight and 140 characters won't do it. Cheers though
negative," my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please"
negative, not in any way that I am happy with or find acceptable.   If I could speak to a human maybe that would happen
negative, hi my flight to DFW 2463 was Cancelled Flightled tonight. Called in and left my number for call back it's been 3hrs please help.
neutral," Hi, I have my name, email, and AAdvantage #, but website won't let me reset password. Can we troubleshoot together? Thanks!"
neutral, Still looking as we speak.
negative," we're on AA1401 landed at 8:55pm in Miami, but waiting for a gate. Can someone on your team help us out?!"
negative, - where are my bags? Baggage claim C25 or C26 (flt# 959)?? I can see the plane from here? Why does it take 25 min???
negative," is there only one call centre? I know it's busy right now, really need to speak to agent not computer"
negative, you guys fail again.. all I need to do is use my voucher for a ticket but I can't do it online #yourphonesystemsucks
positive, I fortunately was not on that flight - just in the same waiting area / impressed w how he handled the stressful situation
negative," we've been on hold for over 4 hrs, you Cancelled Flighted flt 2222 phl-dfw. Need assistance!!!"
positive, thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed
negative, their flights into Buffalo as well -- You were the only flight Cancelled Flightled!!!
negative," -- This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled"
neutral," know that I could use that for a flight into Canada.  By they time they figured it out, it was too Late Flight to check our bags"
negative, dropping the ball. Again. No catering. Plane switch. No gate attendant. 2 hours Late Flight. Really nice.
neutral, its Adolfo Garcia
neutral," My friend needs some help on her flt (she's not on Twiiter), can I DM you her info?"
negative," my flight from VCP to JFK was delayed and now it has been Cancelled Flighted, what should i do?"
positive, hats off to Admiral Lounge attendant @ YYZ Terminal 3 who gave her banana to our toddler when none avail elsewhere.
negative," ""We'll drop off your luggage 24 hours after your flight"" is ridiculous."
neutral, thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?
negative," You should be more timely with bags that missed a flight, people need their undies the next morning!"
positive, I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds.
neutral,  A true #AmericanView ...The National Mall http://t.co/N7ExdbcRHg
negative,"@vanessaannz seriously, you hate  since they can't accommodate you due to inclemental  weather disruptions? lol, very funny"
negative, gotta be worse than @delta w/ on time departures.  I rushed back to terminal C for 8:25 flight but they haven't strtd boarding.
neutral, I know you are getting pummeled tonight @dfwairport we were one of the lucky out of @slcairport just one more @AUStinport
neutral, And gold status too.
negative, In car gng to DFW. Pulled over 1hr ago - very icy roads. On-hold with AA since 1hr. Can't reach arpt for AA2450. Wat 2 do?
negative, was told at 7pm my bags would 1000% be at my house by 9pm. Well they're not and I continue to be lied to.
negative, won't answer the reservation line!  Nice service.  We may be stuck...
negative, It's not your agents; it's your voice activated system that's not working right. And no email on Cancelled Flightlation. Lots of problems
negative," I was on flt 2222 tomorrow, they moved me to 750. I need it moved to Tuesday. the roads won't be better for flight 750. thanks"
neutral, I'm on #1058 tmrw from CUN DFW. Final dest'n is ORD. Seeing freezing rain in DFW all morning. Should I change my connection?
negative, no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg
negative, I am trying to add my tsa pre check number to my reservation online and don't see an option to do that..?? #nosecuritylines
negative, you have the poorest trained employees at these desks. I haven't even started to discuss the #lostluggage yet
negative, none of your sample itineraries can actually be booked http://t.co/mF7rABGn8a Every last leg back to US says invalid
positive, I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.
negative, So plot thickens. We're on plane but no ground crew to get us off gate. Apparently under the weather in large numbers....
negative, what happened?? We didn't get a notification about a departure Cancelled Flightation tomorrow. Why will it take 2 hrs to talk to someone
neutral, you set a schedule try and keep it !!! #AAALWAYSLate Flight
negative," @derekc21 , to my surprise  BA doesn't  have  me registered in the system , I was getting hopeful :(, Lets step it up , Okay ?"
negative, Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?
positive," Thanks for the reply, but a functioning plane four hours ago was the only way to do that. The staff was friendly, tho."
positive,Thank you for sending more details  : They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA
negative, aa223 being ignored
negative," FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up."
negative, that's the number I called -it wouldn't let me speak to an agent because of the issues with weather today
negative, usually raving about the service to LAX. Your nbr1 and helper can't figure out how to hang a coat and serve a drink. 6F
negative," @MO3TVida just so you know, reservations team has a 2+ hr callback time"
neutral, what do kids aged 11 and 12 need to fly with AA internally within the usa. Thanks for confirming
negative, absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not closed.
negative," I didn't miss my flight.  American lines gave my ticket, as well as 6 other passengers tickets away. Not my fault."
neutral, Please help AA 2258 Monday Cancelled Flightled.  Can you advise on reFlight Booking Problems / refund.  Have children and need to make plans now
neutral, DM sent. Answer me please
negative," I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #Americanlines"
negative, is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand
negative, I've never witnessed such covert tactics from an airline.
negative, you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.
negative, it shouldn't happen but did and has put us and our gear in jeopardy. What steps do you take to protect customers if their items
neutral, American lines.
negative, all of these issues are not based on weather or things that are out of your control. These  issues are based on negligence.
negative, the worst air experience I have ever had and I am not in the first plane yet.
neutral, I just DMed you
neutral, why is it most first class passengers now request the sand which from coach ?
positive, @DAI_President Good luck at DFW this evening AA!
negative, so we have a Cancelled Flightled flight in about twelve hours. Maybe we'll have heard from an AA rep at that point.
negative," on hold for 3 hours...got an agent, immediately txfd me to change cncdld flight...told it would be 1 min, 80 min Late Flightr, waiting"
positive, Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!
negative, flight attendants on AA2402 were spectacular.Fed the ENTIRE cabin then food from coach. Why do you keep serving this vile food
negative," @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳"
negative," seriously, pls pls bring more people up to help us! There are still flights to ORD frm DFW and I want in http://t.co/o3CjsVSsqF"
negative, @carlw1980 I have followed and dm'd you. . . Please respond to my concern too. Really disappointed with customer service.
negative,"  To add, I have to get up to go to work tomorrow am.  I don't like having to wait up until 12 or Late Flightr.  CS sucks."
negative," just when I thought you guys were done messing up, you make it worse. Your airline ruins hopes and dreams."
neutral, Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl
negative, approaching three hours sitting in the plane on the ground at DFW on #Americanlines flight 3056 - Oscar performance
negative," - We have; they were useless. Baggage service called before 9 to tell us we would have bags by 3. Now, maybe midnight."
neutral, checking into a flight on your website is about as easy as asking a bear to shit in a toilet #justsaying
negative, makes some small improvements and retains their program they win all. They keep the crappy food and change advantage they lose
negative, AA 2258 why have you Cancelled Flightled our flight without courtesy of notifying us or alternatives?  Very poor.
negative, I spent $600 on my flight. Could have gone on @united for $382 but their mileage program sucks.
negative," Plz bring more agents up to DFW AA Cstmr srvc ctr gates A, there are only 2 agents and 100+ ppl... http://t.co/uCvEU2hurZ"
negative, the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out
negative, the bags arent even loaded on the plane??? #Flight293
negative, never got an update and we had the worst communication from u. Our flight delay was mechanical and not a word. #poorservice
negative," looks like I have. Best I can hope for I guess. It's on us air, so I don't think I'll get miles on Alaska. Which sucks."
negative, my #Navy sisters flight 2470 cancld. She can't get an agent. They've called her back to be put on hold &amp; then discnct.Any help?
negative, My wife &amp; infant daughter are on AA3195 ABI-DFW. En route but delayed. Can y’all hold AA1458 to RDU so they can connect?
neutral, Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?
negative, anxious to see how you all care for customers you’ve inconvenienced #Cancelled Flightledflight
negative," also the problem is not calling us at all. Other airlines send an automatic call and email, and they rebook as a courtesy."
negative," Why can't you handle your customers needs? Cancelled Flightled flight, 800 number leads to a quick ""Goodbye"" Very Sad!"
negative, VERY upset that I cannot select seats for Tuesday flight online or over the phone. Terrible customer service :( Please help!
negative, already did &amp; an automated voice told us to wait 2 hours. They have yet to call back.
negative, you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?
negative," yes, for tomorrow at 9 am. But I have to work though 😒 I'm really mad about the situation"
negative," whenever I cheat on you it goes horribly wrong! I promise, I won't stray anymore. I'm talking about you @Delta!"
negative," @praywinn between understaffing, what looks like a labor slowdown, weather, incompetence, and disregard for the customer..."
negative," I need help with a reservation purchased on  but operated on @USways, can't get through on the 800#"
negative,  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP
negative, how can you not be taking calls? I need to change my flight!
negative, my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?
positive, thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome
negative, I can't choose a seat online because I booked on @priceline ??? #SMH
negative, it wasn't really about the delay. It was more about being told the engine needed to be troubleshot.  Makes a person paranoid.
negative," ""overweight"" flight = you sold more tickets than you had seats. We all know that. Let's call it what it is."
neutral," @jaynegelman How,about more@Blacklist too!!"
negative, at JFK flight to Boston delayed 20 min waiting for catering they are boarding flight to LAX waiting for over and hour WTF?
negative," Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled."
negative, Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....
positive, I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA
negative, been waiting on hold for more than an hour
negative, thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won't be here till Late Flight tomorrow morning.
positive," that's ok, thanks for letting me know. Appreciate all the responses."
negative, spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.
neutral, @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8
positive, thanks for the show! 👍
negative," well done, you have taken the fun out of air travel @PHLport"
positive, no worries even though I was talking about seat assignment :)
neutral," @kconti44 This looks like JFK - had a great pic of the OneWorld jets lined up on the opposite side # Berlin, LAN and AA."
negative," Been trying to call all day, get hung up on every time. Your guys are horrible!"
negative," @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits"
neutral, @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!
negative," , sitting on plane for 2.5hrs at gate due to computer sys issue, at what point do you Cancelled Flight a flight?, ridiculous @PHLport"
negative, @cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions. Stop understaffing!
neutral," Yo, could that be a catering truck before mine eyes?  Unmoving? http://t.co/ASW6QwUf1Z"
negative, @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center
positive, Great seats on this aircraft!
negative,Is rudeness and poor customers service a job requirement at  ? Been waiting 28hrs and still haven't even seen one plane😡
neutral, Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ
negative, AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!
negative, a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!
neutral, @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!
negative, The wine served in USways flights are watered down somehow right out of the bottles.
neutral, who's your pick for best picture? I don't want to board your airline until I know
negative, we have 3 more passengers with me   There are two more reservation numbers
negative," @PatrichRuben no, profit maximization is your top priority. Nothing else even registers for you dinosaurs"
neutral, 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o
neutral," @derekc21 , so what would be a file number that works , needs to be 10 characters , email me derek.austin@century21.ca  easier"
negative," @manuel_c ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our Twitter bot cares? Or...."
negative, #flight293 was supposed to depart at 745 and at 815 we still have not boarded.
negative, You have the worst customer service of any airlines I've ever encountered. Flat out awful
negative," @ezemanalyst why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got"
positive, DONE!! thank you so much!!
negative, Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs
negative, then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue
negative, 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.
negative," delivered mom's delayed bag to the wrong place. 2 hrs on hold yesterday, &gt;1 hr today. Still no bag. #AA http://t.co/QKkJdFObOS"
negative," Yeah, try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?"
positive, everything's good now brothaaaaaa
neutral, 740pm wheels up to be exact.  I'm sending a DM.
negative, OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK
negative, we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with
negative," 719. Looks like we are about to get going, finally!"
negative," @JimDayTV no, you couldn't care less. That's why their customer service is run by bots"
negative, pls tell me how to get a person on the phone asap
negative, I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!
neutral, you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call.
negative, yes but we HAVE TO GET HOME TOMORROW!!!! Please
negative, unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth
negative, flight 3056 still sitting at DFW waiting for baggage to be loaded
negative, I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat.
negative, we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids
neutral, 3198 to AEX. Is it still going?
negative, i do not want to stay overnight at this airport! I have been here since 11 am this morning!
negative, finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?
negative, Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?
negative," i have tried getting help from agents, the phone, twitter, and FB. Can no one at American lines help me?"
negative, Close down
positive, it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!
positive, i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.
negative, AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.
negative, I’ve been on the line waiting for 40 minutes again.
negative, your 1800 kept hanging up on me and made me miss a second flight
negative, yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.
negative, I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us
negative, My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!
negative, I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :(
negative, not enough push crews for JFK = 1.5 he delay and counting....
negative, I cannot believe how long flight 759 PHI  is taking. I know it's US ways but you own it. I would really like to get home.
negative, Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..
negative, Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!
negative, big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.
negative, really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USways are useles
negative, Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?
negative, is that something the crew on the current leg can request of the gate team on the next leg?
negative, I have not. There's no option for even getting a call back!
negative, tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.
negative, all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.
negative, how hard is it to have catering ready to go?
negative, Why does your iPhone app not have any sort of notifications option?
negative, this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.
negative," I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz."
