airline_sentiment,airline_sentiment_confidence,airline,retweet_count,text
negative,1.0,US Airways,0,@USAirways Sadly your words don't represent your company's actions. Talk is cheap.
negative,1.0,US Airways,0,@USAirways trying to Cancelled Flight a flight urgently...get hung up on twice??? Sweet refund policy
negative,1.0,US Airways,0,@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours
neutral,0.6657,US Airways,0,@USAirways - what is your policy regarding large-size passengers who cannot fit into a single coach class seat?
negative,1.0,US Airways,0,"@USAirways ""Owen F"" at DCA Gate 42: #rude."
negative,1.0,US Airways,0,@USAirways  ! THE WORST in customer service. @USAirways ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer
negative,1.0,US Airways,0,@USAirways on hold for 30 minutes &amp; counting to Cancelled Flight reservation booked within 24 hours - can I do it here? conf code: F6DK04 / XZMSCW
negative,0.691,US Airways,0,@usairways - thanks for the 5+ hour flight from PIT to PHX with zero entertainment. Guess why I have a quarter million + miles on Delta
negative,1.0,US Airways,0,@usairways I get extended hold times due to the weather...but 2-1/2 hours on hold (and counting). HELP!!
negative,0.6764,US Airways,0,@USAirways Official time of call 3 hours 10 minutes but must add for 7 minutes your reservation agent was extremely professional and helpful
negative,1.0,US Airways,0,@USAirways - I'm currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund
negative,1.0,US Airways,0,@USAirways your flight attendants are all jerks 🐳
negative,1.0,US Airways,0,@USAirways Easily the most ridiculous experience trying to spend money with your company.
negative,1.0,US Airways,0,@USAirways Was told it was a software bug. Told to call back this AM  Now your system is too busy to handle any calls this AM.  Clown shoes.
negative,1.0,US Airways,0,@USAirways - been on hold with reservations for over 30 min already! #worstairline
negative,1.0,US Airways,0,@USAirways now the 3rd issue with the plane is a fuel leak. They will let us know soon what they decide. #getmeoffthisplane #ineedabeer
negative,1.0,US Airways,0,@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!
neutral,1.0,US Airways,0,@usairways Does anyone know the hold times for USAirways reservations?
negative,1.0,US Airways,0,"@USAirways flight 813 DCA to CLT stuck waiting on CLT ATC. Cmon #FAA Missing flt 826 CLT to MBJ, hope you can rebook me! 816?"
negative,1.0,US Airways,0,"@usairways when trying to check-in online, it says to call...now I've been on hold for 2 hours...what to do?"
negative,1.0,US Airways,0,@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???
negative,1.0,US Airways,0,@usairways I've been on hold for approaching 2 hrs for an issue when I changed my ticket online. Frustrating.
negative,1.0,US Airways,0,"@USAirways on hold for 1hr, 30min. Not willing to hang in there as long as @franchise02. @AmericanAir answered in 7 min. U are not 1 yet."
neutral,0.6117,US Airways,0,"@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class, I booked the regular ticket"
negative,1.0,US Airways,0,@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...
negative,1.0,US Airways,0,@USAirways so disappointed. Least you could do is give us access to admirals club for an hour before our flight to our wedding!
negative,1.0,US Airways,0,"@USAirways paid to upgrade to first class, went up to Admirals club at PHX airport to be turned away because our flight is to CUN and not MC"
negative,1.0,US Airways,0,@USAirways can you please post wait time-have been on hold for two hours
negative,1.0,US Airways,0,@USAirways Saying my friend missed her flight when she clearly sat next to me on the plane &amp; now you're Cancelled Flighting her flight home.. WTF!?
negative,1.0,US Airways,0,@USAirways or is anyone even responding to social media? AWFUL.
positive,1.0,US Airways,0,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice
negative,1.0,US Airways,0,"@USAirways I'm on vacation, This is the LAST thing I want to be doing. Is anyone even answering the phone?"
negative,1.0,US Airways,0,@USAirways I fucking hate your customer service. I've been on hold all morning trying to figure out why you Cancelled Flighted my flight.
negative,1.0,US Airways,0,@USAirways DCA to RSW at 8:30am Cancelled Flightled.  Rebook to Charlotte Cancelled Flightled.  Can we rebook selves online???
negative,0.6596,US Airways,0,@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website
negative,1.0,US Airways,0,@USAirways baggage drop at phl b/c is incredibly backed up... unacceptable service
neutral,0.6947,US Airways,0,"@USAirways we're glad to hear it. Out of curiosity, what causes such flight patterns?"
negative,1.0,US Airways,0,"@USAirways trying 2 fly frm DCA to SRQ to visit a family member in hospice but 4532 was Cancelled Flightled, can someone assist me?"
negative,1.0,US Airways,0,"@USAirways I don't want a reservation change, just adding a service. Am going public with this to get help."
negative,1.0,US Airways,0,"@USAirways your checkin at @PHLAirport is a #shitshow, and the agent behind the counter who tried to send me to the wrong destination=rude!"
negative,1.0,US Airways,0,@USAirways Sitting on the runway at phl for the last 30 min because the correct weights for the flight aren't in the system? #jobfail
neutral,0.3476,US Airways,0,@USAirways So no idea? Thanks...
negative,1.0,US Airways,0,"@USAirways any guesstimate on hold times? Can't change my flight online, at 45 mins and counting..."
negative,1.0,US Airways,0,@USAirways Trying to change my flight due to NYC travel advisory... your online system Cancelled Flighted my entire flight. Been on hold for over 1 hr
negative,1.0,US Airways,0,@USAirways yes. But the manner with which it was done was harsh for those affected. Already checked in. No remorse. Weak alternatives.
positive,0.6729,US Airways,0,@USAirways ok. Thank you
negative,1.0,US Airways,0,@USAirways told to work it out ourselves #joke #fail
negative,1.0,US Airways,0,@USAirways incapable of seating a 2yo and mom together. Toddler in his own row #fail @CNN
negative,1.0,US Airways,0,@USAirways bumping people off a flight ten minutes before takeoff because the flight is overbooked #fail
negative,1.0,US Airways,0,@USAirways you call this a window seat? #airbus321seat14Fproblems http://t.co/ZKOE6clGiU
negative,0.6739,US Airways,0,@USAirways is there a number to call to modify reservation.  Please help. Very frustrating with american and us air merger
negative,1.0,US Airways,0,@USAirways you've completely ruined a pro athlete's ability to prepare for a race. Now you won't help him get the bike he needs to the DR?!
negative,1.0,US Airways,0,@USAirways Cool. Now @SweetingR has been told you can't re-route his bags after he was told to leave them last night. He needs them to race.
negative,1.0,US Airways,0,"@USAirways quick, let's board a plane so that we can sit on runway for 2 hours #clockwork #scareways #neverfails @AUmilo1"
negative,1.0,US Airways,0,"@USAirways Also, get excited, because he's going to be unable to contact you all from his destination, so you get to talk to me."
negative,0.6246,US Airways,0,"@USAirways flight 705 FRA-CAT did some odd zig-zagging movements over Frankfurt...
Is everything ok?"
negative,1.0,US Airways,0,"@USAirways It's pretty hilarious that you want @SweetingR to finish his awful experience before doing something. Make it right, now."
negative,1.0,US Airways,0,"@USAirways u would think if u were going to Cancelled Flight my flight, you'd rebook our seats to something other than the last row. #usairwaysfail"
negative,1.0,US Airways,0,@USAirways no online clearly states I can NOT- It says to call res. I already explained that.
negative,0.6622,US Airways,0,@USAirways dealing w fam emergency. Was told was rebooked this am to AA flight 4297 out of ORD and now it's not in system. Need help ASAP.
positive,1.0,US Airways,0,"@USAirways Got it, thanks!"
negative,0.68,US Airways,0,"@USAirways Umm, can you define 'extra time'?"
neutral,1.0,US Airways,0,@USAirways International
negative,1.0,US Airways,0,"@USAirways Oh yes, because I had loads of time running to my connecting flight after you delayed me for about 90 minutes..."
negative,1.0,US Airways,0,"@USAirways Hey, my bag was damaged flying with you yesterday. What can I do?"
neutral,0.6872,US Airways,0,"@USAirways landed at Phoenix, but we had to board a flight quickly to Vegas so no time at the airport. What now?"
neutral,0.6872,US Airways,0,@USAirways I left something on a recent flight today. Who do I contact to retrieve it please? Thanks!
negative,1.0,US Airways,0,@USAirways @AmericanAir flight 849's four subsequent delays destroyed my travel plans this evening. Looking to resolve this matter.
negative,1.0,US Airways,0,@USAirways I did at 7 pm! Still no bag..
positive,1.0,US Airways,0,@USAirways Just spoke with a representative. Moved my flight earlier. Thank you so much for the follow up.
negative,1.0,US Airways,0,@USAirways So when was I supposed to call the Internet Desk? Especially since my reservation told me to directly call the main 1-800 number?
negative,1.0,US Airways,0,@USAirways Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic
negative,1.0,US Airways,0,@USAirways I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?
negative,1.0,US Airways,0,@USAirways ...YOU ARE DESPICABLE! The flight plan was lost! Now we've been sitting on the tarmac for an hour! Its a 45 min flight!
positive,1.0,US Airways,0,@USAirways hey guys just want to say I had the best flight ever! Thank you so much. I fell asleep and actually had a wet dream.
negative,1.0,US Airways,0,@USAirways Can you help me update KTN on the profile?  Ticket book via AA &amp; that info didn't get pass on.  I've been on hold forever
negative,0.6633,US Airways,0,@USAirways so you're not honoring miles with @united that were traveled last year?
neutral,0.6535,US Airways,0,"@USAirways you need to check information regarding hotels, shuttles, re routing flights, delayed flights"
negative,0.6806,US Airways,0,@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father
negative,1.0,US Airways,0,@USAirways How the heck does one get the Internet desk to authorize a waiver? Would that involved being on hold for another hour?
negative,1.0,US Airways,0,@USAirways so am I supposed to discuss this matter with a computer? #BadCustomerService #Airlines #DividendRewards
negative,1.0,US Airways,0,"@USAirways &gt;250k miles on usair.  Last four flights not good. Other airlines much improved. Billing issues, seats, legroom, in air service."
negative,1.0,US Airways,0,"@USAirways It says to call. Before connecting, get song, dance about weather. Weather bad 3 days? Called for 2 days before. #wasteoftime"
negative,1.0,US Airways,0,@USAirways REALLY? Tried that already-got message not available to do. Next idea?
negative,1.0,US Airways,0,@USAirways I'm glad you're sorry that I'm homeless for the night. Makes me feel secure.
negative,0.6946,US Airways,0,@USAirways but in the meantime I'll be sleeping on a park bench on dadeland st.  Thanks guys!
neutral,0.3664,US Airways,0,"@USAirways ah, and I was only given one shuttle voucher, so if I do ever get back to the airport you'll be getting the bill"
negative,1.0,US Airways,0,@USAirways wonder if this misery is considered a damage in a breach of contract lawsuit #lawyerup
negative,0.6733,US Airways,0,"@USAirways but wait! They are booked, along with all other hotels nearby. I was sent anyway, to the hotel managers disbelief."
positive,0.3517,US Airways,0,"@USAirways but don't worry! They found a hotel, it's only 45min away. I got there around 11:30pm, no problem."
negative,1.0,US Airways,0,@USAirways at which point in told they have sold my voucher because I wasn't fast enough
negative,1.0,US Airways,0,"@USAirways the kind gentleman at the gate tells me to ""go left"" to get my hotel voucher at the ticket gate. Took about 20min to get there"
negative,1.0,US Airways,0,@USAirways I have a story for you. It starts with a two hour delayed flight that makes me miss my connection in Miami.
neutral,1.0,US Airways,0,@USAirways No worries I was able to read @stephenrodrick entire book while holding. #TheMagicalStranger
negative,1.0,US Airways,0,@USAirways -doing best??? Think not. Lousy way to run an airline. Why no online way to connect? You be on hold for 2hrs &amp; then zip
negative,1.0,US Airways,0,@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.
negative,1.0,US Airways,0,@USAirways refuses to compensate passengers when inconvenienced and wouldn't even rebook me on another airline. #disappointed
negative,1.0,US Airways,0,@USAirways Can you tell me why I waited 90 mins and then was charged the $25 phone change fee even tho I wasn't allow to make change online?
negative,1.0,US Airways,0,@USAirways @stephenrodrick Your team needs to build capacity
negative,1.0,US Airways,0,@USAirways I will write CR. Not sure what good it'll do as the customer service I experienced was horrible.
negative,1.0,US Airways,0,@USAirways -1st x told no travel advisory-now TWO hrs on hold &amp; disconnected. Fl from BHM to Charlotte to PHL won't go-HELP!!!
negative,1.0,US Airways,0,"@USAirways Made about 30 calls to USAir today to merge of AAdvantage, Dividend Miles. Each time, says call back Late Flightr. #30timesenough"
negative,1.0,US Airways,0,@USAirways fuck you.
negative,1.0,US Airways,0,@USAirways I'm dumping this dividend miles card and forgetting your airline exists #ridiculous #theworstairlineever
negative,1.0,US Airways,0,@USAirways How dirty does the damn plane have to be to take an hour to get the plane cleaned??? Refund me my miles😡. #wasteoftime #theworst
negative,1.0,US Airways,0,@USAirways worst customer service I've ever experienced. I'll never fly your airline ever again. I have to pay to sleep in Philly. Fuck you.
negative,1.0,US Airways,0,@USAirways Ever sit on hold and just lose track of time? http://t.co/Yqhk8LJaBN
negative,1.0,US Airways,0,@USAirways us air should be ashamed of this service - on hold for hours? No help from any representative just to reschedule due to weather ?
negative,1.0,US Airways,0,"@usairways now on hold for an hour. So frustrating, I suspect you have more operators come in on days like this w/inclement weather?"
negative,1.0,US Airways,0,"@USAirways - the worst! Hold time crazy, agents horrible, no accountability! #USAIRsucks"
positive,1.0,US Airways,0,@USAirways Kudos to Robin at @PHXSkyHarbor Lost/Found for reuniting me w/ my iPad. She was delightful to work with!
negative,1.0,US Airways,0,"@USAirways Website won't let me change online even though airline issued travel advisory, now on hold for 50 minutes. Help."
negative,1.0,US Airways,0,"@USAirways  you were always my go to. What happened?  Airbus over Boeing, and now no customer service?"
negative,1.0,US Airways,0,@USAirways trying to change flight because of airline travel advisory. on hold for 45 mins. Help!
neutral,1.0,US Airways,0,@USAirways Can you help me add a AAdvantage number and known traveler number to a reservation?
negative,1.0,US Airways,0,@USAirways would be less annoying if road conditions weren't getting worse with every min U keep passengers captive for no good reason.
positive,0.6953,US Airways,0,@USAirways experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism
negative,1.0,US Airways,0,"@USAirways literally the worst flying experience of my life, and I have flown a lot"
negative,1.0,US Airways,0,@usairways I purchased a $49 upgrade on a flight 2 weeks ago and you gave it to someone else but I have not received a refund. Is this SOP?
negative,1.0,US Airways,0,"@USAirways figure it out, have had 2 Cancelled Flightled flights in the past week. Now coming home 2 hour delay, and cart that pulls plane just broke"
negative,1.0,US Airways,0,@USAirways 45 minutes on hold no help
negative,0.6803,US Airways,0,@USAirways transferred 4x pleeeeeeeease help!
positive,1.0,US Airways,0,@USAirways me too!
negative,1.0,US Airways,0,@USAirways flight #3797 treatment of passengers has been atrocious - over 2 hours delay only to now deplane and given no direction
neutral,1.0,US Airways,0,@USAirways I have corporate-paid travel in April. Is it possible to purchase an upgrade to first class now?
positive,1.0,US Airways,0,@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided
negative,0.6785,US Airways,0,@USAirways only sympathy she offered was holding a reservation until Monday night. That's pretty awesome if you ask me...
negative,1.0,US Airways,0,@USAirways express my disappointment in your reservation department and the treatment of a Sailor dealing with a death in the family
neutral,0.7093,US Airways,0,@USAirways that's who I spoke to already. We've already booked another flight w/someone else. Thanks for your concern. Just wanted to
negative,1.0,US Airways,0,@USAirways talked to Supervisor Jeanine and she couldn't help me. 45 minutes of talking to her and nothing.
negative,1.0,US Airways,0,@USAirways i thought @united was the worst airline but nah. You guys are far worse. Is @Delta the only decent airline out there?
negative,1.0,US Airways,0,"@USAirways @keithlaw  I flew US Air for the first time yesterday, got propositioned by the flight attendant....true story!  #Creditcardsales"
negative,1.0,US Airways,0,@USAirways 13 years of Naval Service and I run the travel department for all my commands...
negative,1.0,US Airways,0,@USAirways US Airways website. So you double charge people when they book flights now? Apparently you have but I've never been booked twice
negative,0.6632,US Airways,0,@USAirways Already tried. How about Conf # via DM
negative,1.0,US Airways,0,"@USAirways new slogan should be ""if you don't want to arrive on time, pick us"""
negative,1.0,US Airways,0,@USAirways you have to be crazy! Treated my mom very poorly. Not happy! #usairwaysfail
negative,1.0,US Airways,0,@USAirways they weren't able to without reFlight Booking Problems and recharging the amount plus $25 fee for help over phone. Spoke to 2 agents &amp; Jeanine
negative,0.6629999999999999,US Airways,0,@USAirways I will send an email with details Late Flightr. Thank you for responding.
negative,1.0,US Airways,0,@USAirways This is the last time I use your airline. I promise that!
negative,0.6386,US Airways,0,"@USAirways @AmericanAir did I mention I'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?"
negative,0.667,US Airways,0,@usairways Need to change div miles ticket after travel started due to weather advisory. Told not possible unless flight Cancelled Flightled. AnyHelp?
negative,1.0,US Airways,0,@USAirways @AmericanAir I was supposed to get from fresno to pittsburgh by 10pm.  Instead I'm now not getting in until 4pm... tomorrow
negative,1.0,US Airways,0,"@USAirways @AmericanAir I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID"
negative,1.0,US Airways,0,@USAirways hello I have a question for you and your phone lines have jammed
negative,1.0,US Airways,0,@USAirways @AmericanAir u are the worst airline ever figure out the merger #dontmakemegooutside
negative,0.6735,US Airways,0,@USAirways Just to follow up here is my experience: http://t.co/WJIiGZtiwg
negative,1.0,US Airways,0,@USAirways / @AmericanAir are incompetent.
negative,1.0,US Airways,0,@USAirways Now the next plane had a broken seat!  My row!  Another hour delay!  #mad
negative,1.0,US Airways,0,"@USAirways how can I make a purchase, you take the money but I don't have a reservation...Explain"
neutral,1.0,US Airways,0,@USAirways @AmericanAir are u paying incedentals? #noworstairline
negative,1.0,US Airways,0,@USAirways @AmericanAir thought u merged but #USAirways sucks #worstever http://t.co/myNZitCovn
positive,1.0,US Airways,0,@USAirways yes I did thank you! They did a great job turning the flight in jan !
negative,1.0,US Airways,0,@USAirways  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold
positive,1.0,US Airways,0,@USAirways connection made. Thanks again this week. #daddyshome
negative,1.0,US Airways,0,@USAirways worst customer service experience ever today. Get it together.
negative,1.0,US Airways,0,@USAirways I know some folks have to use your airlines but doesn't customer service ever matter? I really hate to complain but it's brutal!
negative,1.0,US Airways,0,@USAirways im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys
negative,1.0,US Airways,0,@USAirways still waiting #brokenpromises #notnice #neveragain #tellyourstory
negative,1.0,US Airways,0,@USAirways your team was just terrifyingly rude to a young mother &amp; her baby trying to check in to a flight from PHX to JWA. Help her out.
negative,1.0,US Airways,0,@USAirways them and @AmericanAir
negative,1.0,US Airways,0,@USAirways rudest crew member experience! Throwing shade and calling out customers. #reachingnewlows
negative,1.0,US Airways,0,@USAirways @AmericanAir terminal E in Miami is still the worst most smelly airport ever. Thanks for nothing.
negative,1.0,US Airways,0,@USAirways I did &amp; was told I asked to many questions. bag might still be on flight 413. Should be easy to check when it lands in Seattle.
negative,1.0,US Airways,0,@USAirways Cancelled Flightled our original flight to aruba. Now on the way home we were told we don't have seats. Never flying @usairways again
negative,1.0,US Airways,0,@USAirways here we go again. Same flight as last week. Delayed already 45 mins. Think the 7:15 can leave PHL before 1:15 am? #waitingagain
negative,0.6875,US Airways,0,@USAirways it's not misjudging it's a deliberate strategy. Seen it multiple times on USAir. Makes staff life easier at expens of passengers
negative,0.6309,US Airways,0,@USAirways - delayed 1851. Need an extra 5 min to make 1769. Would appreciate a little help again this week.
negative,1.0,US Airways,0,@USAirways stuck on Tarmac for hour an a half and told longer to go and no hotels available when we land in Phoenix #unacceptable #unhappy
negative,1.0,US Airways,0,@USAirways not happening #worstairlineever also Marie Burroughs is the worst customer service rep ever #yourairlinesucks
negative,1.0,US Airways,0,@USAirways technical issues = inefficient computer triage system. Personality/ compassion of operators = not. Sad example of sad company.
negative,1.0,US Airways,0,@USAirways you suck and you ruined my day. And my vacation isn't even until June.
negative,0.6715,US Airways,0,"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered"
negative,0.6778,US Airways,0,"@USAirways yep, check it and my gmail 'Promotions' folder regularly... :-("
neutral,1.0,US Airways,0,@USAirways  is a bag that is   23”L x 9”W x 12”H  allowed as a carry on?
negative,0.6522,US Airways,0,@USAirways thanks for nothing
neutral,0.6577,US Airways,0,@USAirways there is nothing tonight and I am on the flight now with GOGO internet is there a way that someone could send me a DM or email?
negative,1.0,US Airways,0,@USAirways 2 bad planes &amp; 3 gate changes= lots of exercise. #travelfail let's hope this plane works. I'm tired.
negative,0.664,US Airways,0,"@USAirways Good info, but am already signed up for all options.  None of which sound like they applied to the 'missing' emails."
negative,0.6806,US Airways,0,@usairways is there not a faster way to get me to Columbia Sc than making me stay in CLT over night after my delayed flight?
positive,0.6237,US Airways,0,@USAirways thank you
negative,1.0,US Airways,0,@usairways and @american please get my plane together before I go to Jetblue
negative,1.0,US Airways,0,"@USAirways it MIGHT have went through. No confirmation. ""Please wait"" then same form."
negative,1.0,US Airways,0,"@USAirways found the tix#, security code not working. Tried a dozen times."
negative,1.0,US Airways,0,"@USAirways Nightmarish customer service. Further to that, as an elite member, I'm appalled."
negative,1.0,US Airways,0,@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.
negative,0.6496,US Airways,0,@USAirways if you get my bag from E Gate to B Gate at the Charlotte airport before my 6 pm flight (Late Flight cause of yall) I’ll ride US for life
neutral,1.0,US Airways,0,"@USAirways It's a debit card, but I am a Dividend member."
negative,0.6522,US Airways,0,@USAirways nothing important to do.  Why was I told to wait in the @AmericanAir line?  #patiencerunningout
neutral,1.0,US Airways,0,@USAirways How do I redeem my pass to the admirals club? I have 1 free visit with my barclay card membership. And can I bring a companion?
neutral,1.0,US Airways,0,@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL
negative,1.0,US Airways,0,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip
negative,1.0,US Airways,0,"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip"
negative,0.6292,US Airways,0,@USAirways there is a travel advis for nyc and phil PA  -winter weather- but U.S. Air hasn't posted one yet. Can I still change flt wo pen?
negative,1.0,US Airways,0,@USAirways I'm trying to Request Missed Mileage and it keeps saying it can't my flight from 2/13. Then it says call the number.
negative,1.0,US Airways,0,@USAirways flight 413 my carryon is missing.stollen off plane or left at gate. Worst customer service. Doesn't seem to be anyone's concern.
negative,1.0,US Airways,0,@USAirways how about checking the plane before having everyone board the plane? #pissed
neutral,0.66,US Airways,0,@USAirways Used 2 get emails 1) pre-purchase a snack and 2) when time to check in. Got neither 4 tomorrow's trip. Do they not get sent now?
negative,1.0,US Airways,0,@USAirways link didn't work via Mobil.
negative,1.0,US Airways,0,@USAirways Wishing we had our luggage. 2 days now. Had to pay our way from St Thomas to San Juan. Spent extra $$$ because of this mess up.
neutral,1.0,US Airways,0,"@USAirways I'm not a frequent flyer with US airways, I'm qantas? Can I still get notifications? Thank you"
negative,1.0,US Airways,0,@USAirways How do I get through?
negative,1.0,US Airways,0,@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck
neutral,1.0,US Airways,0,@USAirways any chance of a travel advisory or DCA this weekend?
positive,1.0,US Airways,0,@USAirways Yes thank you. Appreciate u checking...
negative,1.0,US Airways,0,@USAirways why I can't book a flight to PRN through your website?
negative,1.0,US Airways,0,@USAirways this is ridiculous #planebroken can't wait to board this one home 5 hours Late Flightr #neverontime #brutal #paymytab
neutral,0.6890000000000001,US Airways,0,"@USAirways Yes, it was Sunday."
negative,1.0,US Airways,0,@USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather? I'm confused since we had sunny skies
negative,1.0,US Airways,0,@USAirways I keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back Late Flightr. FOR A WEEK NOW!
negative,0.6421,US Airways,0,@USAirways who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?
negative,1.0,US Airways,0,"@USAirways more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing."
positive,1.0,US Airways,0,"@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable."
negative,0.6421,US Airways,0,@USAirways look @Delta has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX
neutral,0.6404,US Airways,0,@USAirways That's not the question. Question is: how do I get past the computer fastest if we both know that the computer can't help me?
neutral,1.0,US Airways,0,@USAirways if I have Dividend Miles credit card &amp; I used it to book my flight is one bag free?
negative,0.6675,US Airways,0,@USAirways have checked all day.  CHO needs added.  Please evaluate.
neutral,1.0,US Airways,0,@USAirways hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?
neutral,1.0,US Airways,0,@USAirways can u tell me if 5238 from clt to Jan has gotten out of the gate yet?  I will have a tight connection out of clt to mco.
neutral,1.0,US Airways,0,@USAirways Please hold US1765 for me. Need to get home tonight before weather. Almost there.
neutral,1.0,US Airways,0,@USAirways followed!
positive,1.0,US Airways,0,@USAirways Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her
neutral,0.662,US Airways,0,@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.
negative,0.6451,US Airways,0,@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel
negative,1.0,US Airways,0,@nrhodes85: look! Another apology. DO NOT FLY @USAirways
negative,1.0,US Airways,0,@USAirways it's painful being on hold to you!! Really 25 minutes to change a flight!! http://t.co/ocqk0JFXuA
negative,0.6755,US Airways,0,"@usairways yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail"
neutral,1.0,US Airways,0,@USAirways will shall see in the next couple of minutes.
negative,0.6498,US Airways,0,"@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm."
negative,1.0,US Airways,0,"@USAirways I did, but i need to get a human being. What's the fastest way to achieve this? All I get is a computer."
positive,1.0,US Airways,0,@USAirways - Check-in staff at PHX are awesome! Great traffic control for general boarding.
negative,1.0,US Airways,0,"@USAirways Batting 1.000! Four flights in a month, all four delayed!"
neutral,0.68,US Airways,0,"@USAirways sure, just DM'ed you."
negative,1.0,US Airways,0,"@USAirways &amp; also that I was told no comps, upgrades, etc. ReFlight Booking Problems is good enough. #usairwaysfail"
negative,1.0,US Airways,0,"@USAirways I was... 4 tomorrow. I missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed"
negative,0.6682,US Airways,0,@USAirways Merging AA and DividendMiles yield an error. What are the _exact_ steps to navigate the phone menu? All I get is a computer.
negative,0.6847,US Airways,0,@USAirways #2066. Was on plane from PBI to CLT and knew about the frozen water. Also saw a plane to NYC take off at the gate next door!
negative,1.0,US Airways,0,"@USAirways and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?"
positive,1.0,US Airways,0,@USAirways   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.
neutral,0.6693,US Airways,0,@USAirways I am just trying to establish what your policy is. Thanks!
negative,1.0,US Airways,0,"@USAirways fight was delayed 3 hrs in MCO, now I'm stuck in Philly with a standby ticket, flight 4009. Solution needed."
neutral,0.6222,US Airways,0,@USAirways sure did. I have carried this bag on numerous times on the same style plane. Planning accordingly apparently accounts for nothing
negative,1.0,US Airways,0,@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU
negative,1.0,US Airways,0,@USAirways I've tried calling 3 times the past 3 days and I keep getting told to call back. SOMEONE PLEASE HELP ME
negative,1.0,US Airways,0,@USAirways gate agent in CLT forced me to check bag in z1 &amp; proceeded to allow larger bags. Huge inconvenience to travel plans.
neutral,0.6607,US Airways,0,@USAirways it's vegas baby who doesn't have a good time in vegas lol
neutral,1.0,US Airways,0,@USAirways me and my wife will be flying out of atlanta to vegas on March 7th since couldn't get any out of tricities here in Tn
negative,1.0,US Airways,0,"@USAirways worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in BOS"
negative,1.0,US Airways,0,"@USAirways see? No response? Obviously you think this ""service"" is acceptable. #customerservicefail"
negative,1.0,US Airways,0,"“@USAirways: We're sincerely sorry, Sean. Reservations is working hard to answer everyone's call and we appreciate your patience.” #false"
neutral,0.6697,US Airways,0,@USAirways absolutely
negative,1.0,US Airways,0,@USAirways It wasn't weather this morning.  AWE1701 diverted back to BOS due to mechanical issues.  So far lost one of 3 days :(
negative,1.0,US Airways,0,@USAirways I have been in contact with 3 people and still no answers. You keep sending me to @Expedia and they keep sending me to you!
